number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state
17,0.38193225527729224,2026-03-11 19:42:11.758508,2026-03-11 19:42:13.075768,0 days 00:00:01.317260,0.8027105027486668,0.0369417370601914,5,24,400,34,0.00017134012931926365,0.7394754997221713,0.9355980372732715,COMPLETE
18,0.3762751716223422,2026-03-11 19:42:13.076768,2026-03-11 19:42:15.164453,0 days 00:00:02.087685,0.7021781079458025,0.03489536930327046,-1,34,200,62,8.685020730062922e-06,0.03958005807292788,0.8624175337686145,COMPLETE
19,0.3974379316331027,2026-03-11 19:42:15.165452,2026-03-11 19:42:16.322644,0 days 00:00:01.157192,0.9494085285163804,0.01727755792828456,1,46,1200,37,0.0008308092611349664,0.13441569718532717,0.7898989834944574,COMPLETE
20,0.38555330456960935,2026-03-11 19:42:16.322644,2026-03-11 19:42:19.904813,0 days 00:00:03.582169,0.8792386560021603,0.01283789625556202,7,50,1000,65,0.9184525204476178,0.0011129709953152695,0.9371260532218373,COMPLETE
21,0.4064627330892203,2026-03-11 19:42:19.904813,2026-03-11 19:42:20.601181,0 days 00:00:00.696368,0.8918453681649303,0.017061970925092113,3,33,300,49,7.723654799400386e-05,0.055567781688177026,0.8912964188953407,COMPLETE
22,0.3938438660467998,2026-03-11 19:42:20.601181,2026-03-11 19:42:21.892702,0 days 00:00:01.291521,0.834161784204231,0.019580459989337648,4,26,450,43,6.568791292832728e-05,0.01834014832148593,0.8842365398600714,COMPLETE
23,0.41147622736170525,2026-03-11 19:42:21.892702,2026-03-11 19:42:22.455455,0 days 00:00:00.562753,0.8900646198797655,0.013655572981379078,2,20,300,32,0.0003288816109920263,0.3009889325107623,0.9227780670344955,COMPLETE
24,0.41052269247024187,2026-03-11 19:42:22.455455,2026-03-11 19:42:22.871009,0 days 00:00:00.415554,0.945938535631043,0.013222334910135799,1,19,250,29,0.00025353968002556483,0.22339717270196705,0.9472654037159679,COMPLETE
25,0.4085115387822945,2026-03-11 19:42:22.871009,2026-03-11 19:42:23.452416,0 days 00:00:00.581407,0.9569843070792617,0.012284580413233355,1,19,450,30,0.00037217218581655636,0.3979245873146951,0.9684436820155574,COMPLETE
26,0.3855924869369637,2026-03-11 19:42:23.453420,2026-03-11 19:42:25.262739,0 days 00:00:01.809319,0.9545010759961704,0.03381415125785449,-1,17,300,17,0.0026521509515156287,0.967569997152625,0.961553282743834,COMPLETE
27,0.400775105481463,2026-03-11 19:42:25.262739,2026-03-11 19:42:26.437451,0 days 00:00:01.174712,0.9248573808657133,0.020863720021542232,2,22,650,29,6.472872112808372e-06,2.15109521139279,0.8565290984434167,COMPLETE
28,0.4187969616709483,2026-03-11 19:42:26.438452,2026-03-11 19:42:28.404426,0 days 00:00:01.965974,0.8032735049540992,0.010096249226379025,0,6,300,15,0.02183209329088313,0.103058827276248,0.8168006210457381,COMPLETE
29,0.40678417201363687,2026-03-11 19:42:28.404426,2026-03-11 19:42:31.552267,0 days 00:00:03.147841,0.7967007241765163,0.010217856598495181,0,6,550,16,0.014687685006211223,0.10390430052177461,0.828101452359628,COMPLETE
30,0.3963391102640985,2026-03-11 19:42:31.553270,2026-03-11 19:42:34.950226,0 days 00:00:03.396956,0.649243736700827,0.012640473584278429,-1,9,450,26,0.0072914555344377446,0.030746902681753164,0.820090629459084,COMPLETE
31,0.40769083896158487,2026-03-11 19:42:34.951229,2026-03-11 19:42:35.475508,0 days 00:00:00.524279,0.823008048869822,0.01402290637304892,2,16,250,38,0.03177369671467463,0.30612368672103946,0.9185480036434428,COMPLETE
32,0.41026880020928636,2026-03-11 19:42:35.476508,2026-03-11 19:42:35.978808,0 days 00:00:00.502300,0.8874175632836574,0.011401145511766787,1,20,300,120,0.002026243682514213,0.5561402383017121,0.766635113621327,COMPLETE
33,0.4085525216474176,2026-03-11 19:42:35.978808,2026-03-11 19:42:36.524638,0 days 00:00:00.545830,0.7721635358364536,0.011595164805140574,1,21,400,120,0.0026925964765899205,0.5452118620738144,0.736496683303377,COMPLETE
34,0.40986981012730234,2026-03-11 19:42:36.525639,2026-03-11 19:42:37.768678,0 days 00:00:01.243039,0.9380954456462066,0.010677793493531436,0,14,250,15,0.0013957082418769504,0.09511488516897547,0.7793019321126354,COMPLETE
35,0.4075667308467187,2026-03-11 19:42:37.769678,2026-03-11 19:42:38.538329,0 days 00:00:00.768651,0.96913672295963,0.020093245570962096,1,5,600,116,0.005584735341643558,2.0671218268116824,0.7124756259501557,COMPLETE
36,0.3773258319199647,2026-03-11 19:42:38.539831,2026-03-11 19:42:47.907649,0 days 00:00:09.367818,0.8962259122196842,0.014094278884228048,-1,10,400,104,0.02495030458839919,0.7443626368879137,0.6964925176018526,COMPLETE
37,0.4101374990540349,2026-03-11 19:42:47.908649,2026-03-11 19:42:48.973120,0 days 00:00:01.064471,0.7129465673143275,0.010035609795682942,2,15,500,105,0.0005365271399745134,0.009644353610320957,0.7677410569512203,COMPLETE
38,0.3644836170441747,2026-03-11 19:42:48.973120,2026-03-11 19:42:54.580065,0 days 00:00:05.606945,0.9962697628456456,0.07425066424726481,0,12,300,83,0.002206811374704404,0.18575720357561798,0.7564117682429812,COMPLETE
39,0.367951243715065,2026-03-11 19:42:54.581067,2026-03-11 19:43:02.702789,0 days 00:00:08.121722,0.8160156944570929,0.026846426328984745,0,26,750,82,2.203782854385401e-05,1.627179350077769,0.6603400719177734,COMPLETE
40,0.3718604883070641,2026-03-11 19:43:02.703793,2026-03-11 19:43:04.109950,0 days 00:00:01.406157,0.9763335325004264,0.1949347669664225,8,20,200,127,0.00019026422829526395,0.025798550333440782,0.9676522909326479,COMPLETE
41,0.4095698276995089,2026-03-11 19:43:04.110953,2026-03-11 19:43:05.014065,0 days 00:00:00.903112,0.8883458442437473,0.014350725992118762,2,24,300,31,3.386937061930997e-05,0.2662143037087424,0.8094576044465884,COMPLETE
42,0.41085500006594095,2026-03-11 19:43:05.014065,2026-03-11 19:43:06.186820,0 days 00:00:01.172755,0.8656128283786375,0.011516539000805947,4,17,350,21,0.00034007517557230334,0.475271944027793,0.8709410440364325,COMPLETE
43,0.4087495990286746,2026-03-11 19:43:06.186820,2026-03-11 19:43:07.379407,0 days 00:00:01.192587,0.8495019066211551,0.011799181841505342,4,17,350,21,0.0003857199043390028,0.7868353936716976,0.8695228292770795,COMPLETE
44,0.4171459920086715,2026-03-11 19:43:07.379911,2026-03-11 19:43:08.623531,0 days 00:00:01.243620,0.9128072640239241,0.011955071772129651,5,8,250,24,0.0012044853807384234,0.45543051183088634,0.8000400859543432,COMPLETE
45,0.40503694599553086,2026-03-11 19:43:08.624532,2026-03-11 19:43:10.005740,0 days 00:00:01.381208,0.9158602232854476,0.02257501255353992,6,8,250,26,0.0011184259829180947,0.14878970992872384,0.9203045883952515,COMPLETE
46,0.3808311446381597,2026-03-11 19:43:10.005740,2026-03-11 19:43:10.874594,0 days 00:00:00.868854,0.8610075607740942,0.11901965424012946,5,11,200,22,0.00014071481182853951,0.3451973776437151,0.7993916513878551,COMPLETE
47,0.3898949686320384,2026-03-11 19:43:10.874594,2026-03-11 19:43:13.122698,0 days 00:00:02.248104,0.9337976785958343,0.018829049610970806,6,13,500,25,0.06268039181187987,0.06769253335850688,0.8455745726712633,COMPLETE
48,0.42087568086208893,2026-03-11 19:43:13.122698,2026-03-11 19:43:16.340055,0 days 00:00:03.217357,0.9038568441423134,0.014530845636328137,4,8,400,32,0.00036043551175407405,0.21876623320861574,0.9509839933492442,COMPLETE
49,0.40550998453329246,2026-03-11 19:43:16.341057,2026-03-11 19:43:17.616658,0 days 00:00:01.275601,0.7715480919189487,0.030315094213408295,4,6,400,42,0.004073189179158424,1.1219514031970834,0.904401909656898,COMPLETE
50,0.3924458680869104,2026-03-11 19:43:17.617659,2026-03-11 19:43:19.026775,0 days 00:00:01.409116,0.9066302547303553,0.04968845917491767,5,8,350,19,0.0005977678971007081,8.149191649832307,0.8736400537839204,COMPLETE
51,0.3945124875480469,2026-03-11 19:43:19.026775,2026-03-11 19:43:20.575545,0 days 00:00:01.548770,0.871655680137519,0.01495474381942332,7,11,250,31,0.0003222455895080217,0.2504739208256529,0.9512674284721885,COMPLETE
52,0.3937681533665906,2026-03-11 19:43:20.576547,2026-03-11 19:43:23.272912,0 days 00:00:02.696365,0.841433063340509,0.012925210267464854,12,5,250,34,0.00015904441835635488,0.0999917130623479,0.9794535131029978,COMPLETE
53,0.41301756001173595,2026-03-11 19:43:23.272912,2026-03-11 19:43:24.315701,0 days 00:00:01.042789,0.9037817583238005,0.015633841979165106,4,14,350,21,0.0009295192366533146,0.40611499622604946,0.9260616224936512,COMPLETE
54,0.40575454496308233,2026-03-11 19:43:24.316703,2026-03-11 19:43:25.537805,0 days 00:00:01.221102,0.9074380938384595,0.015473483257160954,4,14,400,20,0.4435447478984125,0.4624959037513836,0.9988223882009957,COMPLETE
55,0.40478481286958523,2026-03-11 19:43:25.537805,2026-03-11 19:43:27.567585,0 days 00:00:02.029780,0.8713367340795392,0.011468511927100562,6,9,450,24,0.0007144857701056842,0.1371325104921457,0.9061791568647912,COMPLETE
56,0.42238921025051857,2026-03-11 19:43:27.567585,2026-03-11 19:43:28.700246,0 days 00:00:01.132661,0.7378087149065355,0.018726193664864842,4,7,350,15,0.0012990763770222152,0.5951292217214676,0.8357174276111979,COMPLETE
57,0.40087523992520824,2026-03-11 19:43:28.701248,2026-03-11 19:43:30.474689,0 days 00:00:01.773441,0.7216596130825453,0.02396568140138186,5,8,500,15,0.001046510805076066,3.568829577111186,0.6056470054581535,COMPLETE
58,0.4010653662652319,2026-03-11 19:43:30.475690,2026-03-11 19:43:32.498311,0 days 00:00:02.022621,0.7429137486847875,0.01730484649355503,3,7,1050,43,0.0102556336509697,0.7350754237026641,0.8281713778516866,COMPLETE
59,0.3972528689650461,2026-03-11 19:43:32.498311,2026-03-11 19:43:34.023602,0 days 00:00:01.525291,0.6466229209569553,0.01911831001014843,8,11,200,34,0.004208574666211997,1.3979133591754178,0.7906399902296468,COMPLETE
