number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state
10,0.37038007452014216,2026-03-11 19:39:45.902641,2026-03-11 19:39:53.440137,0 days 00:00:07.537496,0.6060507263653538,0.010181283131439643,12,29,1150,49,1.924662625795061e-06,0.2846091629475054,0.8429521169792498,COMPLETE
11,0.41507000436835756,2026-03-11 19:39:53.440640,2026-03-11 19:39:54.252623,0 days 00:00:00.811983,0.8743188681917087,0.016790903403878822,3,24,300,42,5.544215603460189e-05,0.26837193414400196,0.8920339412764792,COMPLETE
12,0.40711528483654275,2026-03-11 19:39:54.252623,2026-03-11 19:39:54.870072,0 days 00:00:00.617449,0.8510571781023799,0.015398097364773211,3,28,250,48,9.268967611489131e-05,0.19561958017069173,0.9157908265277859,COMPLETE
13,0.4032766005742473,2026-03-11 19:39:54.871074,2026-03-11 19:39:55.416519,0 days 00:00:00.545445,0.865362571444793,0.046668027757370785,3,29,200,49,0.00024107990107469785,0.17406212531444384,0.9364456838793964,COMPLETE
14,0.4023033115026148,2026-03-11 19:39:55.417520,2026-03-11 19:39:56.469971,0 days 00:00:01.052451,0.9087830551819186,0.016097614416565088,3,34,350,51,8.415909791545789e-05,0.04861833443239281,0.9006453699263156,COMPLETE
15,0.37880512303731084,2026-03-11 19:39:56.469971,2026-03-11 19:39:57.421169,0 days 00:00:00.951198,0.8325375258855341,0.0726077367240438,4,23,350,38,2.5173790920739034e-06,0.48103931280358203,0.9930744627111218,COMPLETE
16,0.40561018445164637,2026-03-11 19:39:57.421169,2026-03-11 19:39:58.048396,0 days 00:00:00.627227,0.9223935672425749,0.017052272250322735,2,35,350,57,0.009981914275807573,0.07445093819181572,0.84078311583699,COMPLETE
17,0.3812669008492714,2026-03-11 19:39:58.049397,2026-03-11 19:39:59.439772,0 days 00:00:01.390375,0.8027105027486668,0.0369417370601914,5,24,400,34,0.00017134012931926365,0.7394754997221713,0.9355980372732715,COMPLETE
18,0.3816982751445819,2026-03-11 19:39:59.440274,2026-03-11 19:40:01.291066,0 days 00:00:01.850792,0.7021781079458025,0.03489536930327046,-1,34,200,62,8.685020730062922e-06,0.03958005807292788,0.8624175337686145,COMPLETE
19,0.399793389747817,2026-03-11 19:40:01.292569,2026-03-11 19:40:02.467592,0 days 00:00:01.175023,0.9494085285163804,0.01727755792828456,1,46,1200,37,0.0008308092611349664,0.13441569718532717,0.7898989834944574,COMPLETE
20,0.38601698915220845,2026-03-11 19:40:02.467592,2026-03-11 19:40:06.674674,0 days 00:00:04.207082,0.8792386560021603,0.01283789625556202,7,50,1000,65,0.9184525204476178,0.0011129709953152695,0.9371260532218373,COMPLETE
21,0.4050299760186398,2026-03-11 19:40:06.674674,2026-03-11 19:40:07.319986,0 days 00:00:00.645312,0.9463530581439282,0.016736811046903347,2,34,300,58,0.010912577292290898,0.0664212494299885,0.8617399356824411,COMPLETE
22,0.4055336289136025,2026-03-11 19:40:07.319986,2026-03-11 19:40:10.036416,0 days 00:00:02.716430,0.9071895400460261,0.019580459989337648,2,24,450,43,0.02511268046020479,0.0232343122757551,0.8296361956406362,COMPLETE
23,0.40901686614793836,2026-03-11 19:40:10.036416,2026-03-11 19:40:10.995586,0 days 00:00:00.959170,0.8241180816099705,0.013654771600917702,4,37,300,32,0.005224887816524182,0.3009889325107623,0.8989333527259606,COMPLETE
24,0.4070932640273024,2026-03-11 19:40:10.995586,2026-03-11 19:40:11.842668,0 days 00:00:00.847082,0.806251035477022,0.012809097439246301,4,39,250,29,0.00025353968002556483,0.22339717270196705,0.8968178531740673,COMPLETE
25,0.3850280397666839,2026-03-11 19:40:11.842668,2026-03-11 19:40:13.381075,0 days 00:00:01.538407,0.8335638723592805,0.030413970360092486,4,28,600,43,6.58941964740302e-05,0.4680057103721723,0.9684436820155574,COMPLETE
26,0.39877350431992153,2026-03-11 19:40:13.382578,2026-03-11 19:40:14.896485,0 days 00:00:01.513907,0.8367462449895067,0.021477332515760443,5,19,450,17,0.002338188643093944,1.4672812516955984,0.9563390512038517,COMPLETE
27,0.3938357976244042,2026-03-11 19:40:14.896485,2026-03-11 19:40:16.343813,0 days 00:00:01.447328,0.8805232603943499,0.013684970784006087,6,32,300,29,5.18144431819529e-06,0.36009126191489965,0.9088648598064959,COMPLETE
28,0.4102392595696065,2026-03-11 19:40:16.343813,2026-03-11 19:40:17.190593,0 days 00:00:00.846780,0.7772411691260799,0.01010155238578919,1,43,450,15,0.0003745625977607102,0.11140950417949687,0.8745956147455329,COMPLETE
29,0.4056802110505478,2026-03-11 19:40:17.191596,2026-03-11 19:40:17.822700,0 days 00:00:00.631104,0.763323243179276,0.010218008353425598,1,45,500,16,0.003994358018122546,0.006951178998023383,0.8726719058158856,COMPLETE
30,0.3656495947562247,2026-03-11 19:40:17.823704,2026-03-11 19:40:20.507828,0 days 00:00:02.684124,0.6708269031558791,0.08569898323042595,-1,44,400,32,0.0005878730104984409,0.10239359961565733,0.8206375789034319,COMPLETE
31,0.3996112723687778,2026-03-11 19:40:20.507828,2026-03-11 19:40:21.228461,0 days 00:00:00.720633,0.7297909326433336,0.014025674490982451,3,37,300,26,6.158445978708083e-05,0.6977003830265117,0.9195101947458049,COMPLETE
32,0.4084829392818943,2026-03-11 19:40:21.229462,2026-03-11 19:40:21.750221,0 days 00:00:00.520759,0.7836374368085103,0.01148749893090252,2,42,250,120,0.0002872516150132404,0.1467725857587477,0.8815599966294133,COMPLETE
33,0.38810446361432344,2026-03-11 19:40:21.751223,2026-03-11 19:40:24.744511,0 days 00:00:02.993288,0.7813094145714218,0.011691990390698825,0,43,400,120,0.0016684485883099508,0.10907571126900403,0.7535219304218687,COMPLETE
34,0.3929096764366671,2026-03-11 19:40:24.745512,2026-03-11 19:40:25.867494,0 days 00:00:01.121982,0.8151257212487132,0.019525459340087942,2,48,700,15,0.000393062255748729,0.8343880819423738,0.878670772890956,COMPLETE
35,0.39804615994972414,2026-03-11 19:40:25.867494,2026-03-11 19:40:27.314519,0 days 00:00:01.447025,0.775142436029504,0.01125649756202978,8,37,250,116,0.00952520196965841,0.028057185341529223,0.777688990603702,COMPLETE
36,0.40803179327738065,2026-03-11 19:40:27.315519,2026-03-11 19:40:28.034413,0 days 00:00:00.718894,0.7336335124406238,0.010257041122337295,1,41,600,104,2.7225837218737216e-05,2.0662007199915204,0.8082479615547911,COMPLETE
37,0.41269457948187827,2026-03-11 19:40:28.035414,2026-03-11 19:40:29.593588,0 days 00:00:01.558174,0.6454078948307838,0.01209096996635992,4,16,500,82,0.0030831998059972733,0.27953137889933655,0.7119265464609317,COMPLETE
38,0.40446033666455516,2026-03-11 19:40:29.594589,2026-03-11 19:40:31.083537,0 days 00:00:01.488948,0.6429095577249004,0.019104869361401745,4,16,500,83,0.003796082604914328,0.320849361054498,0.6943556795991505,COMPLETE
39,0.40859687043312987,2026-03-11 19:40:31.084538,2026-03-11 19:40:34.015162,0 days 00:00:02.930624,0.6357414351137447,0.013794768623626438,6,9,550,80,0.03176376496180627,0.54955451769973,0.7059987078594938,COMPLETE
40,0.3669798389863943,2026-03-11 19:40:34.016162,2026-03-11 19:40:36.147714,0 days 00:00:02.131552,0.6968973182446367,0.19109246499830118,5,21,650,101,0.0016165608537068927,1.1280409992177598,0.6622888045212691,COMPLETE
41,0.4031862275255163,2026-03-11 19:40:36.147714,2026-03-11 19:40:39.234411,0 days 00:00:03.086697,0.6465923158612856,0.015085965716143178,6,6,550,76,0.027200181283252453,0.5061500694414155,0.7119775439995412,COMPLETE
42,0.39737551718331654,2026-03-11 19:40:39.235412,2026-03-11 19:40:42.239827,0 days 00:00:03.004415,0.6716713759004023,0.012378958216262217,7,15,450,85,0.03972622907028876,0.26939355344176735,0.6791244940358883,COMPLETE
43,0.3811463774526648,2026-03-11 19:40:42.240331,2026-03-11 19:40:46.387381,0 days 00:00:04.147050,0.6392250032216565,0.02442066428779748,8,10,550,87,0.015184190726071108,2.3777232135262176,0.7525661161429269,COMPLETE
44,0.39132815013001787,2026-03-11 19:40:46.387381,2026-03-11 19:40:49.910159,0 days 00:00:03.522778,0.6223479182176693,0.014378485407222419,6,10,750,69,0.004422508542000072,0.06463428372617193,0.6422460555126015,COMPLETE
45,0.38159087339150066,2026-03-11 19:40:49.910159,2026-03-11 19:40:56.861050,0 days 00:00:06.950891,0.6028863756960952,0.021870989008902133,11,8,600,70,0.06039207754719908,0.2046037234175598,0.7167228473518426,COMPLETE
46,0.4109251602084655,2026-03-11 19:40:56.862553,2026-03-11 19:40:58.581343,0 days 00:00:01.718790,0.6864582363255048,0.011743162616712644,4,13,450,81,0.007285215694184242,0.3571473213301249,0.7697283995171834,COMPLETE
47,0.40894915838167645,2026-03-11 19:40:58.581343,2026-03-11 19:40:59.774749,0 days 00:00:01.193406,0.7064824032469864,0.011508080659881374,4,13,350,22,0.006579971857009338,0.3144476268019442,0.7660822645523062,COMPLETE
48,0.40626589502140475,2026-03-11 19:40:59.774749,2026-03-11 19:41:00.870102,0 days 00:00:01.095353,0.8893111159689152,0.028909717839628677,3,17,500,92,0.0001317922041905267,0.14742100083574322,0.7343205929884595,COMPLETE
49,0.3920062247113923,2026-03-11 19:41:00.871103,2026-03-11 19:41:02.315778,0 days 00:00:01.444675,0.6622932809359626,0.017530736675286866,5,26,400,110,0.0012160815582277526,0.0840073953437244,0.8010369462253555,COMPLETE
50,0.3892149146397551,2026-03-11 19:41:02.315778,2026-03-11 19:41:08.864344,0 days 00:00:06.548566,0.8564838035957731,0.010056656824142994,0,14,450,77,0.0020351225947631275,6.159498651181064,0.8450454121361648,COMPLETE
51,0.4138834167424544,2026-03-11 19:41:08.865344,2026-03-11 19:41:10.054648,0 days 00:00:01.189304,0.7024017307762902,0.011645469468190929,4,12,350,25,0.005316906638649991,0.35952044038671604,0.776465180969528,COMPLETE
52,0.4078977588670713,2026-03-11 19:41:10.054648,2026-03-11 19:41:11.147735,0 days 00:00:01.093087,0.6885272149220981,0.012230227697963461,4,5,300,25,0.0005145074143538569,0.4017913161385564,0.7704437716250668,COMPLETE
53,0.4198166867549453,2026-03-11 19:41:11.147735,2026-03-11 19:41:11.962709,0 days 00:00:00.814974,0.7215625580890349,0.01521320857351091,3,12,350,41,0.0034632185225930995,0.9925577134450615,0.8566043114169302,COMPLETE
54,0.4034831113501408,2026-03-11 19:41:11.963713,2026-03-11 19:41:13.071232,0 days 00:00:01.107519,0.7496253422936083,0.0463220322700123,3,12,400,44,0.0008684644048684948,0.9705018511576932,0.8190060406662315,COMPLETE
55,0.40551214717004,2026-03-11 19:41:13.072233,2026-03-11 19:41:13.584423,0 days 00:00:00.512190,0.7166040214594642,0.015298341886842736,2,20,200,54,0.002210256347854611,1.7713359026834454,0.6029615557750383,COMPLETE
56,0.39257904915373254,2026-03-11 19:41:13.585424,2026-03-11 19:41:14.572587,0 days 00:00:00.987163,0.7188339424042661,0.06032184918440093,3,22,350,39,0.014367816224966615,0.20059926576288087,0.8574750313172989,COMPLETE
57,0.4085721338875702,2026-03-11 19:41:14.573587,2026-03-11 19:41:15.482707,0 days 00:00:00.909120,0.6850517278911754,0.016297177201316813,1,11,450,20,2.748122922045453e-05,0.673926364196673,0.7858789445859673,COMPLETE
58,0.36025796018766715,2026-03-11 19:41:15.483710,2026-03-11 19:41:19.654440,0 days 00:00:04.170730,0.6609404174504345,0.13726643647248338,5,18,1050,89,0.00773092056352513,4.249838308064072,0.7337702766733922,COMPLETE
59,0.42344254865163905,2026-03-11 19:41:19.654440,2026-03-11 19:41:20.567517,0 days 00:00:00.913077,0.7390897577093135,0.01849360377111749,3,15,350,64,0.0029193133960431026,0.03927907822105177,0.838505054292539,COMPLETE
