PR-AUC,ROC-AUC,Recall,Precision,F1,F2,Brier
0.49988308599516995,0.6688465441425189,0.8877551020408163,0.42028985507246375,0.5704918032786885,0.7262103505843072,0.21773748099803925
0.5087149110946835,0.6682275407561569,0.8279569892473119,0.39487179487179486,0.5347222222222222,0.6790123456790124,0.2075614482164383
0.5096495413726785,0.6800460034502587,0.8829787234042553,0.39903846153846156,0.5496688741721855,0.7106164383561644,0.20851382613182068
0.4965790927775307,0.6934673366834172,0.8875,0.3317757009345794,0.48299319727891155,0.6647940074906367,0.18703989684581757
0.4425370624249742,0.6776486671223513,0.8571428571428571,0.3015075376884422,0.44609665427509293,0.6263048016701461,0.17502738535404205
0.46283564722746984,0.6392938908302206,0.813953488372093,0.33816425120772947,0.4778156996587031,0.6352087114337568,0.20149464905261993
0.4456379933638727,0.6579773869346734,0.8375,0.3284313725490196,0.47183098591549294,0.6393129770992366,0.19224008917808533
0.5115895187093272,0.6576719576719576,0.8666666666666667,0.3466666666666667,0.49523809523809526,0.6666666666666666,0.20289278030395508
0.4779412409070021,0.6828468561141829,0.8701298701298701,0.319047619047619,0.46689895470383275,0.6467181467181468,0.18373236060142517
0.5765326259355484,0.699050279329609,0.91,0.4354066985645933,0.5889967637540453,0.7471264367816092,0.21405762434005737
0.5395663099251522,0.6998922413793104,0.8620689655172413,0.3768844221105528,0.5244755244755245,0.6855575868372943,0.19534604251384735
0.3783279605971071,0.581392405063291,0.7848101265822784,0.3024390243902439,0.43661971830985913,0.5950095969289827,0.19934366643428802
0.526669766943107,0.6603483606557377,0.8020833333333334,0.385,0.5202702702702703,0.6592465753424658,0.21257656812667847
0.5060557002512289,0.7474050632911391,0.9240506329113924,0.3459715639810427,0.503448275862069,0.6925996204933587,0.18027085065841675
0.4838843618915867,0.6963007883565797,0.8941176470588236,0.3619047619047619,0.5152542372881356,0.6909090909090909,0.1930222362279892
0.44070080280267415,0.6494117647058824,0.8133333333333334,0.3034825870646766,0.4420289855072464,0.6087824351297405,0.18441157042980194
0.535210887559322,0.6970628415300546,0.8958333333333334,0.4321608040201005,0.5830508474576271,0.7375643224699828,0.21122321486473083
0.5156134747331638,0.6654819802967951,0.8765432098765432,0.3302325581395349,0.4797297297297297,0.6586270871985158,0.18965931236743927
0.4881664137782167,0.6591844369622146,0.8518518518518519,0.33658536585365856,0.4825174825174825,0.6521739130434783,0.19092419743537903
0.4838053998769464,0.6585733220869984,0.872093023255814,0.3424657534246575,0.4918032786885246,0.6660746003552398,0.19916799664497375
0.5037928549139303,0.6509400285578295,0.8181818181818182,0.35467980295566504,0.4948453608247423,0.6486486486486487,0.20299163460731506
0.45498604151915745,0.6359597848959551,0.8241758241758241,0.36764705882352944,0.5084745762711864,0.6602112676056338,0.21032211184501648
0.49738626293346605,0.6696608040201005,0.825,0.35106382978723405,0.4925373134328358,0.6496062992125984,0.18754436075687408
0.4969342189956853,0.6656155245603397,0.8117647058823529,0.350253807106599,0.48936170212765956,0.6424581005586593,0.19644257426261902
0.47197784609508453,0.671994098844357,0.8313253012048193,0.3612565445026178,0.5036496350364964,0.6596558317399618,0.1946406215429306
0.4449471130541394,0.6642223536369012,0.9101123595505618,0.38571428571428573,0.5418060200668896,0.715547703180212,0.20537151396274567
0.5138154658024492,0.6937582841306181,0.8488372093023255,0.365,0.5104895104895105,0.6709558823529411,0.19326066970825195
0.4831801939924924,0.6748131109833237,0.8617021276595744,0.405,0.5510204081632653,0.703125,0.21074700355529785
0.5057375605771002,0.6560566396953831,0.8409090909090909,0.3474178403755869,0.49169435215946844,0.6548672566371682,0.20103779435157776
0.4710663139704242,0.6259217877094971,0.91,0.4026548672566372,0.558282208588957,0.7268370607028753,0.22504346072673798
0.4160676174067741,0.6745506829618979,0.8153846153846154,0.263681592039801,0.39849624060150374,0.5748373101952278,0.16794359683990479
0.4466313278948577,0.6554430379746835,0.8227848101265823,0.3385416666666667,0.4797047970479705,0.639763779527559,0.19002275168895721
0.5463320622141593,0.6778653729533051,0.8235294117647058,0.3645833333333333,0.5054151624548736,0.6578947368421053,0.1935792863368988
0.4627213730330343,0.6887974683544303,0.9113924050632911,0.3412322274881517,0.496551724137931,0.683111954459203,0.18655085563659668
0.41424357417662927,0.5784428337619827,0.8351648351648352,0.35185185185185186,0.495114006514658,0.6551724137931034,0.2181997001171112
0.5001342338512733,0.6359694762400279,0.8602150537634409,0.37383177570093457,0.5211726384364821,0.6825938566552902,0.21262052655220032
0.42784737160733044,0.6681645569620254,0.9367088607594937,0.35071090047393366,0.5103448275862069,0.7020872865275142,0.1899074912071228
0.47285020253551246,0.6213991769547325,0.8555555555555555,0.375609756097561,0.5220338983050847,0.6814159292035398,0.21068690717220306
0.4472491113212178,0.6270100502512563,0.8375,0.3160377358490566,0.4589041095890411,0.6296992481203008,0.1934339851140976
0.36407880794074016,0.6239316239316239,0.8205128205128205,0.31840796019900497,0.45878136200716846,0.6237816764132553,0.19523264467716217
0.48814443173560595,0.6696179502728926,0.8588235294117647,0.3476190476190476,0.49491525423728816,0.6636363636363637,0.19556312263011932
